Index,Country_Code,Country_Name,Year,age_dependency_ratio,agricultural_land,fertility_rate,GDP,labor_force ,life_expectancy,natural_resources_rents,energy_consumption_per_capita  ,population ,GHG_with_LUCF  ,deaths_air_pollute,GHG_without_LUCF  
3689,DZA,Algeria,1/1/15,51.96,17.41,3.04,1.66E+11,11709818,75.62,15.88,15616.31,39543154,262519989,82.95,263140014.6
3690,ECU,Ecuador,1/1/15,55.47,23.31,2.26,99290381000,7548659,76.79,4.79,11610.72,16195902,91160003.66,36.95,74089996.34
3691,ESP,Spain,1/1/15,50.93,53.19,1.33,1.20E+12,23036096,82.83,0.05,33920.24,46444832,317429992.7,11.75,325279998.8
3692,EST,Estonia,1/1/15,53.62,22.84,1.58,22890762090,682934,77.59,1.15,52040.85,1315407,12210000.04,9.03,18360000.61
3693,ETH,Ethiopia,1/1/15,83.42,32.89,4.53,64589334979,47702127,63.65,12.19,715.48,102471895,169339996.3,162.31,136860000.6
3694,FIN,Finland,1/1/15,57.64,7.48,1.65,2.35E+11,2699822,81.48,0.41,60087.46,5479531,-280000,3.38,54349998.47
3695,FJI,Fiji,1/1/15,53.87,17.27,2.64,4682546881,372681,66.84,1.04,8219.83,917200,-540000.02,103.65,2000000
3696,FRA,France,1/1/15,59.47,52.46,1.96,2.44E+12,30494746,82.32,0.04,44008.41,66548272,372119995.1,10.84,433220001.2
3697,GAB,Gabon,1/1/15,68.28,8.45,3.89,14383107714,621349,65.46,12.5,10108.49,2028517,20389999.39,102.13,13899999.62
3698,GBR,United Kingdom,1/1/15,55.09,70.84,1.8,2.93E+12,33614103,80.96,0.33,34908.1,65116219,487000000,11.98,496299987.8
3699,GEO,Georgia,1/1/15,50,34.8,2.2,14953950557,2065655,73.3,0.54,18088.29,3725276,17149999.62,80.51,17149999.62
3700,GHA,Ghana,1/1/15,72.4,55.85,4.05,49406568433,12224092,63.18,10.67,2847.02,28870939,61020000.46,168.19,31610000.61
3701,GIN,Guinea,1/1/15,87.93,59.01,5.02,8794202444,3668093,58.13,14.11,1171.23,11625998,34279998.78,242.24,22850000.38
3702,GNB,Guinea-Bissau,1/1/15,83.1,28.09,4.67,1048229629,574824,59.13,19.87,914.88,1788919,4340000.15,265.03,2380000.11
3703,GNQ,Equatorial Guinea,1/1/15,71.68,6.84,4.77,13185496836,461249,60.1,18.01,20936.72,1346973,18100000.38,106.95,14270000.46
3704,GRC,Greece,1/1/15,54.69,48.09,1.33,1.96E+11,4788983,81.04,0.07,28529.62,10820883,89849998.47,25.75,88449996.95
3705,GTM,Guatemala,1/1/15,68.29,35.98,3.03,62186186576,6022488,72.1,1.79,4986.23,15567419,38639999.39,97.59,30790000.92
3706,HND,Honduras,1/1/15,60.56,30.18,2.58,20979767785,3919626,72.49,1.58,5278.35,9294505,27360000.61,117.14,21229999.54
3707,HRV,Croatia,1/1/15,51.11,27.47,1.41,50242783066,1896675,77.28,0.69,21392.67,4203604,21110000.61,43.74,22610000.61
3708,HTI,Haiti,1/1/15,62.09,66.76,3.11,14833154472,4583225,63.24,0.57,1284.61,10563757,10739999.77,216.47,10090000.15
3709,HUN,Hungary,1/1/15,48.32,57.68,1.45,1.25E+11,4587118,75.57,0.29,25506,9843028,59819999.69,50.62,58479999.54
3710,IDN,Indonesia,1/1/15,49.39,30.52,2.35,8.61E+11,126141824,69.7,3.11,7508.27,259091970,2067750000,112.74,849510009.8
3711,IND,India,1/1/15,52.15,60.43,2.29,2.10E+12,476681511,69.64,1.78,6070.3,1322866505,3003070068,179.75,3064540039
3712,IRL,Ireland,1/1/15,52.62,64.31,1.85,2.92E+11,2285833,81.45,0.02,37396.15,4701957,61180000.31,8.59,63430000.31
3713,IRQ,Iraq,1/1/15,76.52,21.31,4.09,1.67E+11,9709072,69.44,36.47,11530.99,37757813,254020004.3,128.37,253929992.7
3714,ISL,Iceland,1/1/15,51.2,18.67,1.8,17517210519,203751,82.47,0,184878.39,330815,3230000.02,3.44,3309999.94
3715,ISR,Israel,1/1/15,64.04,24.67,3.09,3.03E+11,3859942,82.05,0.23,34426.47,8380100,87190002.44,22.8,87230003.36
3716,ITA,Italy,1/1/15,55.62,43.77,1.35,1.84E+12,25654399,82.54,0.08,30065.11,60730582,379579986.6,18.96,414250000
3717,JAM,Jamaica,1/1/15,41.95,41,1.59,14188935948,1409375,72.39,1.27,12871.11,2794445,8829999.92,41.06,8590000.15
3718,JOR,Jordan,1/1/15,61.78,11.9,3.18,38587017944,2321528,75.01,1.4,11505.44,9494246,34959999.08,61.52,34959999.08
3719,JPN,Japan,1/1/15,66.67,12.33,1.45,4.44E+12,66061546,83.79,0.03,41622.67,127141000,1220729980,10.42,1270469971
3720,KAZ,Kazakhstan,1/1/15,51.5,80.11,2.74,1.84E+11,9019041,71.97,9.47,39996.96,17542806,240360000.6,90.11,250220001.2
3721,KEN,Kenya,1/1/15,78.8,48.55,3.8,70120413329,20338655,61.89,2.7,1906.4,46851488,74239997.86,138.09,65910003.66
3722,KHM,Cambodia,1/1/15,54.09,31.62,2.55,18049954289,7620595,69.87,1.82,2295,15417523,100830001.8,181.3,31139999.39
3723,KWT,Kuwait,1/1/15,31.68,8.38,2.16,1.15E+11,2228983,79.56,37.86,116074.84,3908743,125970001.2,66.44,125980003.4
3724,LBN,Lebanon,1/1/15,46.79,65,2.18,49929337837,2262668,79.23,0,15860.52,6398940,32810001.37,74.47,32880001.07
3725,LBY,Libya,1/1/15,56.75,8.72,2.71,48717854040,2018647,71.7,28.01,29102.48,6192235,90010002.14,70.62,90010002.14
3726,LKA,Sri Lanka,1/1/15,51.46,44.27,2.09,85140963537,8442346,74.93,0.12,4476.93,20970000,33889999.39,72.59,33279998.78
3727,LSO,Lesotho,1/1/15,64.78,73.22,3.26,2359759799,893639,51.1,6.21,2004.92,2118521,2339999.91,235.56,2339999.91
3728,LTU,Lithuania,1/1/15,51.1,47.98,1.7,41435533340,1468508,74.32,0.36,21552.2,2904910,12779999.73,29.87,18870000.84
3729,LUX,Luxembourg,1/1/15,44.38,50.99,1.47,60071584216,285050,82.29,0.01,75576.63,569604,9880000.11,10.87,10119999.89
3730,LVA,Latvia,1/1/15,53.69,30.28,1.7,27263090547,1009906,74.48,0.97,20953.67,1977527,8890000.34,36.54,11569999.69
3731,MAR,Morocco,1/1/15,51.19,67.32,2.53,1.10E+11,11854873,72.92,2.86,6354.77,34680458,80019996.64,104.33,81459999.08
3732,MDA,Moldova,1/1/15,41.96,70.5,1.87,7745241913,1031891,69.24,0.33,11617.37,2835978,12100000.38,59.45,12550000.19
3733,MDG,Madagascar,1/1/15,79.18,70.29,4.18,11323020829,12558422,64.34,8.62,676.74,24850912,39479999.54,213.95,28340000.15
3734,MDV,Maldives,1/1/15,37.22,21.33,1.99,4109424800,193444,79.7,0.01,15108.32,435582,1659999.97,30.16,1659999.97
3735,MEX,Mexico,1/1/15,52.89,50.76,2.14,1.17E+12,52690173,74.68,2.2,17846.6,120149897,681940002.4,47.72,667049987.8
3736,MKD,North Macedonia,1/1/15,42.53,50.04,1.49,10064515432,950250,75.4,1.05,13986.55,2070226,10420000.08,131.2,10420000.08
3737,MLI,Mali,1/1/15,103.09,33.77,6.39,13104764334,6630544,58.36,7.43,952.78,18112907,35549999.24,189.05,35549999.24
3738,MLT,Malta,1/1/15,47.53,31.97,1.37,11091423499,212910,81.9,0,64131.02,445053,2180000.07,18.19,2180000.07
3739,MMR,Myanmar,1/1/15,47.43,19.52,2.25,63045305229,24454335,65.56,6.97,2180.48,51483949,228500000,199.82,105680000.3
3740,MNG,Mongolia,1/1/15,49.53,72.99,3.01,11619892396,1254113,69.5,9.88,19186.04,2964749,48650001.53,160.66,45450000.76
3741,MOZ,Mozambique,1/1/15,90.63,51.75,5.06,15950969019,11678216,58.15,12.97,3161.22,26843246,97300003.05,217.29,31309999.47
3742,MRT,Mauritania,1/1/15,89.72,38.48,4.81,6166857629,934016,64.49,6.23,2908.96,3946220,13529999.73,132.64,13130000.11
3743,MUS,Mauritius,1/1/15,40.5,42.36,1.36,12007291046,606290,74.35,0,18247.52,1262605,6380000.11,38.98,6380000.11
3744,MYS,Malaysia,1/1/15,45.04,26.08,2.04,3.01E+11,15044591,75.09,6.71,35867.03,31068833,187529998.8,48.88,293609985.4
3745,NAM,Namibia,1/1/15,66.77,47.14,3.6,11335179561,881284,60.7,1.88,10013.9,2282704,22290000.92,130.17,11720000.27
3746,NER,Niger,1/1/15,106.27,36.08,7.21,9683867894,7529280,61.08,9.81,514,20128124,37080001.83,235.51,35849998.47
3747,NGA,Nigeria,1/1/15,89.9,75.36,5.62,4.93E+11,57867585,51.84,5.07,2495.86,183995785,325429992.7,160.74,279339996.3
3748,NIC,Nicaragua,1/1/15,57.53,42.09,2.48,12756706583,2784515,72.98,2.11,4502.33,6298598,29280000.69,80.06,18250000
3749,NLD,Netherlands,1/1/15,52.64,54.83,1.66,7.66E+11,9095974,81.51,0.43,57713.58,16939923,187820007.3,14.79,186449996.9
3750,NOR,Norway,1/1/15,52.11,2.7,1.72,3.86E+11,2762042,82.3,5.33,105563.78,5188607,30329999.92,5.31,49270000.46
3751,NPL,Nepal,1/1/15,63.63,28.75,2.25,24360795411,7297557,67.46,0.93,979.1,27610325,39409999.85,232.75,36259998.32
3752,NZL,New Zealand,1/1/15,52.85,40.68,1.99,1.78E+11,2535320,81.46,1.3,54939.54,4609400,65470001.22,4,82190002.44
3753,OMN,Oman,1/1/15,32.98,4.63,2.96,78710793238,2259888,77.69,23.95,80053.21,4191776,91480003.36,152.44,91480003.36
3754,PAK,Pakistan,1/1/15,73.41,46.96,3.9,2.71E+11,67587825,65.7,1.23,3867.19,210969298,379959991.5,213.99,374510009.8
3755,PAN,Panama,1/1/15,54.71,29.99,2.56,54091800000,1813736,77.47,0.13,28397.25,3957099,22059999.47,25.52,17649999.62
3756,PER,Peru,1/1/15,57.02,19.29,2.34,1.90E+11,16688971,75.62,3.87,9338.73,30711863,186119995.1,39.69,97150001.53
3757,PHL,Philippines,1/1/15,59.42,42.01,2.95,3.06E+11,42622143,71.27,0.79,4304.07,103031365,194800003.1,120.59,192300003.1
3758,POL,Poland,1/1/15,43.91,46.93,1.32,4.77E+11,18332403,77.45,1.29,28851.46,37986412,321500000,46.45,348609985.4
3759,PRT,Portugal,1/1/15,53.35,39.72,1.31,1.99E+11,5204014,81.12,0.14,28096.08,10358076,66720001.22,10.12,67510002.14
3760,PRY,Paraguay,1/1/15,56.45,42.63,2.65,36211447840,2916241,73.19,1.6,22126.94,6177950,114669998.2,46.43,46439998.63
3761,QAT,Qatar,1/1/15,17.49,6.18,1.86,1.62E+11,1816808,80.06,18.6,245265.89,2414573,106790000.9,152.81,106790000.9
3762,ROU,Romania,1/1/15,48.26,60.23,1.62,1.78E+11,9108577,74.91,0.98,19213.44,19815616,-184270004.3,49.07,100849998.5
3763,RWA,Rwanda,1/1/15,79.05,73.44,4.08,8539424910,4152626,65.3,5.76,436.21,11642959,6829999.92,159.7,5050000.19
3764,SAU,Saudi Arabia,1/1/15,42.53,80.77,2.64,6.54E+11,13441490,76.92,24.48,92157.3,32749848,731890014.6,125.56,731890014.6
3765,SEN,Senegal,1/1/15,86.16,46.09,4.78,17774766636,3713528,66.88,3.48,2582.6,14356181,29819999.69,162.44,25299999.24
3766,SGP,Singapore,1/1/15,27.61,0.93,1.24,3.08E+11,3437533,82.74,0,164913.64,5535002,62330001.83,19.96,62380001.07
3767,SLB,Solomon Islands,1/1/15,78.42,4.04,4.36,1307908070,306843,69.58,16.68,2266.2,612660,-17040000.92,454.88,790000.02
3768,SLE,Sierra Leone,1/1/15,81.71,54.71,4.55,4218723875,2391699,57.19,10.57,592.63,7314773,10539999.96,220.03,6780000.21
3769,SLV,El Salvador,1/1/15,55.56,59.03,2.07,23438240000,2618193,71.81,0.85,6201.93,6231066,13329999.92,49.95,12220000.27
3770,SVN,Slovenia,1/1/15,48.73,30.61,1.57,43107506024,1006923,80.78,0.26,35959.72,2063531,13479999.54,21.7,16100000.38
3771,SWE,Sweden,1/1/15,58.59,7.43,1.85,5.05E+11,5177181,82.2,0.48,63862.33,9799186,28649999.62,3.75,50849998.47
3772,SWZ,Eswatini,1/1/15,68.85,71.05,3.12,4063245671,363786,55.02,3.28,5213.87,1133936,2339999.91,164.94,2460000.04
3773,TCD,Chad,1/1/15,101.55,39.9,6.71,10950392220,4495591,51.59,13.2,296.61,14140274,95010002.14,240.03,68120002.75
3774,TGO,Togo,1/1/15,79.62,70.23,4.59,4180866177,2548478,59.4,12.73,828.96,7473229,7920000.08,189.98,6980000.02
3775,THA,Thailand,1/1/15,39.6,44.06,1.47,4.01E+11,40201741,77.72,2.09,20249.66,70294397,387859985.4,44.04,385010009.8
3776,TON,Tonga,1/1/15,74.68,48.61,3.56,437006227.2,36573,70.61,0.04,5275.72,106122,259999.99,74.46,259999.99
3777,TUN,Tunisia,1/1/15,46.51,63.3,2.25,45780077488,4121291,75.69,2.36,9709.66,11557779,45610000.61,69.36,41729999.54
3778,TZA,Tanzania,1/1/15,92,43.42,5.09,47378603784,24329562,64.65,5.34,998,52542823,142550003.1,159.41,81709999.08
3779,UGA,Uganda,1/1/15,100.22,71.89,5.31,32387183845,13550001,61.09,10.79,717.99,37477356,54909999.85,165,39029998.78
3780,UKR,Ukraine,1/1/15,44.74,71.65,1.51,91030959455,21563197,71.19,2.72,22306.59,45154036,233559997.6,72.73,247550003.1
3781,URY,Uruguay,1/1/15,55.96,82.66,2.02,53274304222,1742337,77.48,1.84,19585.17,3402818,29870000.84,15.75,36759998.32
3782,USA,United States,1/1/15,50.66,44.24,1.84,1.82E+13,160644681,78.69,0.24,79317.37,320738994,5665209961,11.93,6082160156
3783,UZB,Uzbekistan,1/1/15,48.93,57.98,2.49,86196265192,12764108,70.48,7.72,17386.56,31298900,157910003.7,233.67,161029998.8
3784,VNM,Vietnam,1/1/15,43.77,38.76,1.95,2.39E+11,54503885,73.88,4.23,9027.84,92191398,311630004.9,99.36,333640014.6
3785,VUT,Vanuatu,1/1/15,76.56,15.34,4.01,730870581.7,116043,69.51,0.82,2484.07,276438,769999.98,259.94,769999.98
3786,WSM,Samoa,1/1/15,75.75,26.72,4.36,824160018.2,68133,72.52,0.4,6864.23,203571,709999.98,148.87,610000.01
3787,ZAF,South Africa,1/1/15,50.85,79.42,2.36,3.47E+11,23120551,63.95,2.57,25329,55876504,542510009.8,90.55,536119995.1
3788,ZMB,Zambia,1/1/15,89.3,32.06,4.79,21251216799,5215101,61.21,11.16,3115.07,16248230,91790000.92,166.81,36310001.37
3789,ZWE,Zimbabwe,1/1/15,85.08,41.88,3.85,19963120610,5329948,59.59,4.57,3860.92,14154937,42299999.24,183.04,30700000.76
3790,AGO,Angola,1/1/16,93.29,44.79,5.69,49840491178,12232879,61.09,10.89,3661.55,29154746,133520004.3,126.17,85910003.66
3791,ALB,Albania,1/1/16,46.55,43.13,1.55,11861199831,1354998,78.86,1.33,13184.08,2876101,8850000.38,59.14,9090000.15
3792,ARE,United Arab Emirates,1/1/16,17.86,5.4,1.44,3.69E+11,6244155,79.34,11.32,142791.1,8994263,252919998.2,111.8,252919998.2
3793,ARG,Argentina,1/1/16,55.75,41.72,2.24,5.58E+11,19404277,76.31,0.94,22709.68,43590368,403230011,27.72,373329986.6
3794,ARM,Armenia,1/1/16,44.47,58.9,1.63,10546135160,1418505,74.66,0.22,14289.05,2865835,9449999.81,88.04,9409999.85
3795,AUS,Australia,1/1/16,51.66,44.54,1.75,1.21E+12,12728417,82.45,4.06,66373.3,24190907,578390014.6,4.28,574450012.2
3796,AUT,Austria,1/1/16,48.93,32.36,1.53,3.96E+11,4579306,81.64,0.11,46760.22,8736668,69599998.47,14.53,76730003.36
3797,AZE,Azerbaijan,1/1/16,43.25,57.74,1.9,37867518957,4756797,72,15.33,17013.9,9757812,48939998.63,132.11,50860000.61
3798,BDI,Burundi,1/1/16,99.21,79.17,5.59,2639321161,4553883,60.79,18.45,208.43,10903327,7500000,210.7,4000000
3799,BEL,Belgium,1/1/16,54.69,44.61,1.68,4.76E+11,4997187,81.44,0.02,63924.81,11331422,110540000.9,15.22,110379997.3
3800,BEN,Benin,1/1/16,85.83,35.03,5.3,11821065852,4195476,59.54,4.46,2467.01,11260085,24540000.92,192.72,13819999.69
3801,BFA,Burkina Faso,1/1/16,92.28,44.38,5.32,12833363370,6896061,59.33,12.62,781.08,19275498,53520000.46,208.62,29420000.08
3802,BGD,Bangladesh,1/1/16,52.55,73,2.1,2.65E+11,63166278,71.09,0.59,2313.52,159784568,215720001.2,149.53,193960006.7
3803,BHR,Bahrain,1/1/16,29.82,11.04,2.07,32234973404,802049,79.56,8.77,144115.88,1409661,49340000.15,111.71,49349998.47
3804,BIH,Bosnia and Herzegovina,1/1/16,44.29,43.14,1.32,16913330977,1365760,76.81,1.04,20852.68,3480986,25729999.54,90.44,27469999.31
3805,BLR,Belarus,1/1/16,46.53,42.04,1.73,47722657821,5038419,73.83,1.27,28104.53,9469379,62549999.24,57.89,83889999.39
3806,BLZ,Belize,1/1/16,54.97,7.45,2.39,2258500000,163868,73.4,1.04,10002.82,367313,6750000,48.24,1490000.01
3807,BOL,Bolivia,1/1/16,60.31,34.79,2.83,33941126200,5103906,67.63,3.33,8176.84,11263015,130369995.1,82.32,59790000.92
3808,BRA,Brazil,1/1/16,43.42,28.25,1.71,1.80E+12,102278732,74.44,2.4,16277.57,206859578,1455859985,29.36,1063569946
3809,BRB,Barbados,1/1/16,46.69,23.26,1.61,4832811750,148685,76.82,0.14,25080.07,278649,3779999.97,35.57,3779999.97
3810,BTN,Bhutan,1/1/16,47.65,13.61,1.84,2158972129,348313,70.6,4.44,24694.93,749761,259999.99,138.98,1559999.94
3811,BWA,Botswana,1/1/16,59.49,45.63,2.93,15082579074,967141,65.46,0.75,10974.13,2352416,52430000.31,135.18,11100000.38
3812,CAF,Central African Republic,1/1/16,103.83,8.15,6.04,1825018191,1780977,53.46,13.06,307.31,4904177,58029998.78,298.88,22860000.61
3813,CAN,Canada,1/1/16,48.41,6.47,1.59,1.53E+12,19877599,81.9,0.78,110354.42,36109487,740669982.9,6.34,704750000
3814,CHE,Switzerland,1/1/16,49.02,38.36,1.54,6.88E+11,4886342,83.6,0.01,37755.19,8373338,46619998.93,8.99,48849998.47
3815,CHL,Chile,1/1/16,45.05,21.17,1.68,2.49E+11,8661001,80.08,3.2,24570.83,18083879,48810001.37,27.07,106589996.3
3816,CHN,China,1/1/16,40.46,56.08,1.77,1.12E+13,780524281,77.22,1.06,25591.42,1387790000,11151309570,119.81,11800830078
3817,CIV,Cote d'Ivoire,1/1/16,84.21,66.67,4.76,47964234560,8883562,58.06,3.29,2357.33,24213622,50650001.53,187.11,23969999.31
3818,CMR,Cameroon,1/1/16,85.04,20.63,4.82,33814337900,9711721,60.23,5.47,1785.69,23711630,123629997.3,174.07,89080001.83
3819,COL,Colombia,1/1/16,45.53,40.31,1.84,2.83E+11,25039982,76.47,2.97,10592.75,47625955,261480011,31.17,178210006.7
3820,CRI,Costa Rica,1/1/16,45.33,34.81,1.75,58847016045,2223154,79.46,1.22,12374.49,4945205,8000000,22.22,15229999.54
3821,CUB,Cuba,1/1/16,44.7,59.85,1.61,91370000000,5310520,77.64,0.44,8775.49,11342012,40099998.47,34.69,43139999.39
3822,CYP,Cyprus,1/1/16,41.01,11.84,1.36,21046951516,615687,81.06,0,26494.06,1197881,8350000.38,28.09,8600000.38
3823,CZE,Czechia,1/1/16,51.5,45.18,1.63,1.96E+11,5354440,79.03,0.31,44103.61,10566332,117169998.2,31.85,122980003.4
3824,DEU,Germany,1/1/16,52.45,47.68,1.6,3.47E+12,43567225,80.99,0.06,46646.97,82348669,817469970.7,15.04,846940002.4
3825,DNK,Denmark,1/1/16,55.75,65.63,1.79,3.13E+11,2939677,80.85,0.36,35249.97,5728010,50279998.78,12.87,49419998.17
3826,DOM,Dominican Republic,1/1/16,53.74,50.28,2.41,75704720190,4685793,72.99,1.28,9835.12,10527592,36220001.22,58.09,37770000.46
3827,DZA,Algeria,1/1/16,53.32,17.37,3.05,1.60E+11,11918421,75.73,12,15295.15,40339329,265600006.1,80.75,265359985.4
3828,ECU,Ecuador,1/1/16,54.73,22.21,2.2,99937696000,7951902,76.76,3.72,11399.55,16439585,98959999.08,35.68,72800003.05
3829,ESP,Spain,1/1/16,51.33,52.58,1.34,1.23E+12,22977373,83.33,0.04,34212.63,46484062,301850006.1,10.83,315700012.2
3830,EST,Estonia,1/1/16,54.65,23.07,1.6,24072829277,691074,77.64,1.06,53617.74,1315790,20620000.84,7.86,18690000.53
3831,ETH,Ethiopia,1/1/16,81.87,33.08,4.47,74296618481,49378715,64.39,11.23,807.24,105293228,175559997.6,158.17,142830001.8
3832,FIN,Finland,1/1/16,58.66,7.49,1.57,2.41E+11,2694829,81.43,0.4,60865.19,5495303,63650001.53,2.91,57029998.78
3833,FJI,Fiji,1/1/16,53.75,17.24,2.61,4930204220,369664,67.24,1.02,8109.24,918371,-410000,101.37,2140000.11
3834,FRA,France,1/1/16,60.26,52.45,1.92,2.47E+12,30508009,82.57,0.04,43146.97,66724104,371619995.1,9.82,433600006.1
3835,GAB,Gabon,1/1/16,68.16,8.49,3.82,14023890620,640490,65.8,12,9739.4,2086206,20799999.24,97.49,14300000.19
3836,GBR,United Kingdom,1/1/16,55.7,71.71,1.79,2.70E+12,33939706,81.16,0.28,34312.46,65611593,465579986.6,11.59,476540008.5
3837,GEO,Georgia,1/1/16,51.13,34.45,2.2,15141758567,2046196,73.57,0.58,19119.28,3727505,17579999.92,81.66,17579999.92
3838,GHA,Ghana,1/1/16,71.96,55.65,3.91,56165172899,12541820,63.89,9.39,2815,29554303,7239999.77,163.93,32090000.15
3839,GIN,Guinea,1/1/16,87.05,59.01,4.93,8595955581,3732312,58.76,18.11,1285.75,11930985,38099998.47,237.87,25739999.77
3840,GNB,Guinea-Bissau,1/1/16,82.32,28.39,4.53,1179004941,591864,59.67,18.7,928.8,1834552,4119999.89,260.86,2390000.11
3841,GNQ,Equatorial Guinea,1/1/16,71.95,6.83,4.69,11240809132,478114,60.48,16.05,19910.81,1398927,17680000.31,103.59,13850000.38
3842,GRC,Greece,1/1/16,55.22,47.6,1.38,1.93E+11,4774947,81.39,0.09,28142.96,10775971,88569999.69,23.86,87160003.66
3843,GTM,Guatemala,1/1/16,66.96,35.98,2.97,66053725049,6184488,72.36,2.02,5369.99,15827690,35810001.37,94.29,32340000.15
3844,HND,Honduras,1/1/16,59.07,30.62,2.54,21717622071,3983810,72.59,2.03,5015.48,9460798,27020000.46,112.87,21149999.62
3845,HRV,Croatia,1/1/16,51.78,27.62,1.43,52397494687,1835203,78.02,0.53,22428.47,4174349,18329999.92,38.99,22670000.08
3846,HTI,Haiti,1/1/16,61.32,66.76,3.06,13987693739,4673964,63.39,0.79,1314.94,10713849,11000000,212.6,10369999.89
3847,HUN,Hungary,1/1/16,49.21,57.88,1.53,1.29E+11,4651601,76.06,0.23,26037,9814023,60779998.78,46.9,58880001.07
3848,IDN,Indonesia,1/1/16,49.07,32.06,2.31,9.32E+11,127339753,69.8,2.61,7502.66,261850182,1434459961,107.34,847580017.1
3849,IND,India,1/1/16,51.41,60.4,2.27,2.29E+12,476439285,70.12,1.73,6259.27,1338636340,3076479980,171.96,3106340088
3850,IRL,Ireland,1/1/16,52.87,64.76,1.81,2.99E+11,2330010,81.65,0.07,38525.66,4755335,63200000.76,7.59,66000000
3851,IRQ,Iraq,1/1/16,75.72,21.31,3.9,1.67E+11,10025430,68.99,31.9,12914.44,38697943,277350006.1,124.83,276850006.1
3852,ISL,Iceland,1/1/16,51.06,18.67,1.74,20793168031,209633,82.2,0,183038.08,335439,2750000,3.25,2839999.91
3853,ISR,Israel,1/1/16,64.85,25.51,3.11,3.22E+11,3933469,82.41,0.16,34478.86,8546000,87029998.78,21.15,86949996.95
3854,ITA,Italy,1/1/16,55.93,43.33,1.34,1.88E+12,25932536,83.24,0.05,30224.33,60627498,396950012.2,17.19,409769989
3855,JAM,Jamaica,1/1/16,41.33,41,1.52,14077109397,1408534,72.02,1.22,13280.54,2802695,9270000.46,40.09,9090000.15
3856,JOR,Jordan,1/1/16,61.01,12.01,3.08,39892551149,2533543,75.22,1.12,11704.71,9964656,35259998.32,60.19,35259998.32
3857,JPN,Japan,1/1/16,68.04,12.27,1.44,5.00E+12,66669413,83.98,0.02,41172.29,127076000,1229819946,10.26,1261869995
3858,KAZ,Kazakhstan,1/1/16,53.14,80.1,2.77,1.37E+11,9066824,72.41,11.49,40301.37,17794055,256529998.8,88.2,259510009.8
3859,KEN,Kenya,1/1/16,77.52,48.55,3.72,74815121315,20989036,62.16,2.65,1936.85,47894670,64019996.64,133.96,71639999.39
3860,KHM,Cambodia,1/1/16,53.98,31.75,2.51,20016747754,7874603,70.22,1.85,2822.68,15624584,67500000,176.85,34159999.85
3861,KWT,Kuwait,1/1/16,31.84,8.42,2.16,1.09E+11,2324359,79.7,32.98,110826.97,4048085,131710006.7,65.94,131720001.2
3862,LBN,Lebanon,1/1/16,49.58,65.59,2.18,51147308774,2213003,79.51,0,16680.52,6258619,33970001.22,71.25,34049999.24
3863,LBY,Libya,1/1/16,56.2,8.72,2.67,49910960875,2056168,71.76,22.07,28077.63,6282196,90209999.08,70.34,90209999.08
3864,LKA,Sri Lanka,1/1/16,51.76,44.43,2.07,88012262257,8570477,75.33,0.13,4846.34,21203000,35790000.92,70.2,33869998.93
3865,LSO,Lesotho,1/1/16,64.33,77.6,3.24,2114428033,905650,52.26,7.27,2143.67,2143872,2359999.9,226.06,2359999.9
3866,LTU,Lithuania,1/1/16,51.86,47.16,1.69,43047309306,1476945,74.67,0.34,22176.01,2868231,18280000.69,26.13,18899999.62
3867,LUX,Luxembourg,1/1/16,44.04,50.75,1.41,62216885436,286784,82.69,0.01,72784.56,582014,9569999.7,9.73,9850000.38
3868,LVA,Latvia,1/1/16,54.82,31.03,1.74,28083597512,1004171,74.58,0.97,22549.11,1959537,8619999.89,31.61,11399999.62
3869,MAR,Morocco,1/1/16,51.3,69.18,2.45,1.12E+11,11796246,73.28,3.14,6347.13,35107264,78330001.83,104.72,80260002.14
3870,MDA,Moldova,1/1/16,43.67,70.5,1.89,8071469355,1021468,69.92,0.27,11798.2,2803186,12869999.89,51.64,12760000.23
3871,MDG,Madagascar,1/1/16,78.34,70.29,4.16,11848613735,12936283,65,8.77,691.37,25501941,40400001.53,209.77,29559999.47
3872,MDV,Maldives,1/1/16,36.56,21.33,1.91,4379136462,205847,79.87,0.01,15348.21,454252,2099999.91,30.32,2099999.91
3873,MEX,Mexico,1/1/16,52.27,50.59,2.09,1.08E+12,53525390,74.41,1.98,17872.13,121519221,689710022,46.29,674000000
3874,MKD,North Macedonia,1/1/16,42.78,50.16,1.5,10672471861,945205,75.4,0.97,14496.19,2072490,10359999.66,127.83,10359999.66
3875,MLI,Mali,1/1/16,102.94,33.77,6.32,14026048691,6779839,58.73,8.99,1166.59,18700106,39990001.68,189.21,39990001.68
3876,MLT,Malta,1/1/16,47.63,32.44,1.37,11668253265,222635,82.45,0,69588.32,455356,1880000,17.03,1880000
3877,MMR,Myanmar,1/1/16,47.11,19.55,2.25,60291736894,24239329,65.69,6.46,2488.82,51892349,221940002.4,194.19,110089996.3
