Index,Country_Code,Country_Name,Year,age_dependency_ratio,agricultural_land,fertility_rate,GDP,labor_force ,life_expectancy,natural_resources_rents,energy_consumption_per_capita  ,population ,GHG_with_LUCF  ,deaths_air_pollute,GHG_without_LUCF  
3498,THA,Thailand,1/1/13,38.9,43.67,1.55,4.20E+11,40085031,77.08,2.73,19403.07,69578602,387420013.4,47.81,385940002.4
3499,TJK,Tajikistan,1/1/15,65.56,34.9,3.46,8271454301,2290338,69.31,2.27,7419.73,8524063,12020000.46,204.53,12420000.08
3500,TON,Tonga,1/1/13,75.64,45.83,3.71,450643615.2,37036,70.51,0.04,4642.83,107089,259999.99,78.46,259999.99
3501,TUN,Tunisia,1/1/13,44.88,64,2.24,48684187850,4084374,75.65,5.76,8725.34,11300284,42959999.08,73.19,39080001.83
3502,TZA,Tanzania,1/1/13,92.31,42.94,5.12,45680532614,22926545,62.96,5.81,988.02,49253643,135570007.3,164.57,77089996.34
3503,UGA,Uganda,1/1/13,103.11,71.89,5.62,28915786997,12561283,59.76,10.5,666.63,35273570,51880001.07,170.51,36009998.32
3504,UKR,Ukraine,1/1/13,42.8,71.68,1.51,1.90E+11,21834998,71.16,4.21,30228.56,45489648,317109985.4,70.81,331260009.8
3505,URY,Uruguay,1/1/13,56.55,81.97,2.01,57531233351,1720501,77.24,1.24,18596.04,3381180,30540000.92,16.3,37430000.31
3506,USA,United States,1/1/13,50.21,44.12,1.86,1.68E+13,158809858,78.74,0.81,80556.52,316059947,5734279785,13.24,6152160156
3507,UZB,Uzbekistan,1/1/13,48.68,57.5,2.35,73180036692,12449113,69.99,16.47,18200.67,30243200,170720001.2,239.26,173850006.1
3508,VNM,Vietnam,1/1/13,43.34,34.67,1.95,2.14E+11,53110638,73.78,7.74,7329.22,90267739,256190002.4,108.06,276179992.7
3509,VUT,Vanuatu,1/1/13,75.47,15.34,4.09,758304466.2,111136,69.53,0.75,2422.63,263534,730000.02,263.03,730000.02
3510,WSM,Samoa,1/1/13,76.35,21.55,4.53,797728653.3,66854,72.39,0.36,6016.64,199939,649999.98,154.15,540000.02
3511,ZAF,South Africa,1/1/13,50.73,79.42,2.43,4.01E+11,21678834,62.53,5.19,26525.15,53873616,554770019.5,93.22,548349975.6
3512,ZMB,Zambia,1/1/13,91.32,31.93,5.03,28037239463,4857219,59.88,11.97,3198.53,15234976,86309997.56,174.89,35360000.61
3513,ZWE,Zimbabwe,1/1/13,86.45,41.88,4.06,19091019990,5051976,57.46,5.02,4085.33,13555422,42169998.17,187.81,30610000.61
3514,AGO,Angola,1/1/14,93.5,43.9,5.86,1.37E+11,11377486,60.04,23.76,4135.05,27128337,129910003.7,138.5,82389999.39
3515,ALB,Albania,1/1/14,46.43,42.86,1.67,13228147516,1256110,78.41,3.08,11809.46,2889104,8520000.46,61.76,9359999.66
3516,ARE,United Arab Emirates,1/1/14,17.48,5.39,1.55,4.14E+11,6066398,79.04,24.24,126949.2,8835951,231800003.1,117.14,231800003.1
3517,ARG,Argentina,1/1/14,55.97,43.85,2.31,5.26E+11,19049721,76.76,2.75,22881.01,42669500,428809997.6,27.51,363149993.9
3518,ARM,Armenia,1/1/14,42.58,59.03,1.7,11609512940,1433898,74.06,0.31,15185.13,2889930,9050000.19,91.34,9130000.11
3519,AUS,Australia,1/1/14,50.55,48.74,1.83,1.47E+12,12316359,82.3,4.74,66596.42,23475686,569979980.5,4.54,597270019.5
3520,AUT,Austria,1/1/14,48.53,32.89,1.46,4.43E+11,4444847,81.49,0.19,46200.03,8546356,68080001.83,16.82,75150001.53
3521,AZE,Azerbaijan,1/1/14,42.07,57.7,1.97,75244294275,4531372,71.12,22.91,16082.42,9535079,47779998.78,135.49,50619998.93
3522,BDI,Burundi,1/1/14,93.91,79.17,5.79,2705783272,4460708,59.87,17.45,196.13,10494913,2180000.07,220.89,3589999.91
3523,BEL,Belgium,1/1/14,53.86,43.97,1.74,5.35E+11,4978926,81.29,0.02,59217.21,11209057,104150001.5,17.05,106510002.1
3524,BEN,Benin,1/1/14,86.4,35.03,5.35,13284527850,4105299,59.13,3.7,1940.27,10614844,22409999.85,198.61,11699999.81
3525,BFA,Burkina Faso,1/1/14,93.34,44.38,5.6,13943016924,6481181,58.36,10.31,678.7,18169842,33020000.46,208.38,27149999.62
3526,BGD,Bangladesh,1/1/14,55.26,71.56,2.15,1.73E+11,60904128,69.99,1.12,2004.27,155961299,203970001.2,160.38,181850006.1
3527,BHR,Bahrain,1/1/14,29.66,11.15,2.16,33387712766,742612,79.33,22.57,153931.72,1311134,48029998.78,116.5,48029998.78
3528,BIH,Bosnia and Herzegovina,1/1/14,43.13,42.13,1.26,18558343305,1400680,75.66,1.24,19849.43,3571068,20950000.76,95.1,24670000.08
3529,BLR,Belarus,1/1/14,44.42,42.49,1.7,78813839984,5042125,72.97,1.34,30426.23,9448515,72930000.31,67.53,89290000.92
3530,BLZ,Belize,1/1/14,57.89,7.01,2.49,2138000000,151931,73.31,2.64,9421.46,352335,6760000.23,50,1279999.97
3531,BOL,Bolivia,1/1/14,62.07,34.8,2.95,32996188017,5186538,67.16,8.92,7750.25,10916987,116720001.2,86.77,56200000.76
3532,BRA,Brazil,1/1/14,44,28.08,1.77,2.46E+12,99628943,74.31,3.26,17379.37,203459650,1384989990,31.18,1118099976
3533,BRB,Barbados,1/1/14,46.7,27.91,1.62,4696344350,143390,76.48,0.46,23147.07,277493,3730000.02,36.14,3730000.02
3534,BTN,Bhutan,1/1/14,49.48,13.79,2.03,1907090813,334024,70.05,3.42,23330.98,736357,60000,143.95,1340000.03
3535,BWA,Botswana,1/1/14,60.12,45.88,2.95,15470059202,908862,62.61,0.91,8513.4,2260376,54090000.15,143.66,12770000.46
3536,CAF,Central African Republic,1/1/14,101.53,8.15,6.02,1894813505,1758255,50.57,11.27,238.24,4798734,48840000.15,306.78,20649999.62
3537,CAN,Canada,1/1/14,46.75,6.46,1.61,1.81E+12,19586757,81.8,1.65,113402.45,35437435,842140014.6,6.61,706320007.3
3538,CHE,Switzerland,1/1/14,48.3,38.51,1.54,7.27E+11,4732391,83.2,0.01,41980.58,8188649,46909999.85,11.06,49119998.93
3539,CHL,Chile,1/1/14,44.84,21.2,1.77,2.59E+11,8468946,79.47,6.84,23382.41,17687108,15250000,29.26,96449996.95
3540,CHN,China,1/1/14,38.88,56.1,1.77,1.05E+13,780062437,76.72,2.31,25148.89,1371860000,11228480469,129.23,11938030273
3541,CIV,Cote d'Ivoire,1/1/14,86.16,66.67,4.87,48843008580,8360974,57.21,5.34,2198.27,22995555,48520000.46,201.11,21879999.16
3542,CMR,Cameroon,1/1/14,86.4,20.63,4.86,36386546918,9090658,58.94,7.58,1941.42,22299585,120690002.4,184.69,86550003.05
3543,COL,Colombia,1/1/14,46.49,40.36,1.88,3.81E+11,24245416,76.04,6.37,10177.63,46677947,231149993.9,33.31,174360000.6
3544,CRI,Costa Rica,1/1/14,45.83,34.82,1.82,52016408951,2395003,78.77,1.34,11717.15,4844288,7179999.83,21.78,14460000.04
3545,CUB,Cuba,1/1/14,44.48,60.36,1.66,80656000000,5259288,77.85,1.66,11238.64,11332026,30520000.46,35.16,43209999.08
3546,CYP,Cyprus,1/1/14,40.03,11.79,1.32,23226782251,628856,80.77,0.03,24039.48,1176995,7820000.17,32.35,8140000.34
3547,CZE,Czechia,1/1/14,48.6,45.53,1.53,2.09E+11,5300088,78.82,0.35,45631.61,10525347,114510002.1,34.82,118139999.4
3548,DEU,Germany,1/1/14,51.41,47.94,1.47,3.89E+12,42458390,81.09,0.1,45298.11,80982500,809960022,16.66,839190002.4
3549,DNK,Denmark,1/1/14,55.16,66.32,1.69,3.53E+11,2865028,80.7,1.02,36507.78,5643475,47939998.63,14.01,49889999.39
3550,DOM,Dominican Republic,1/1/14,54.53,48.69,2.45,67179914027,4325193,72.87,1.04,8537.96,10282115,32919998.17,57.89,34090000.15
3551,DZA,Algeria,1/1/14,50.68,17.4,3,2.14E+11,11279335,75.11,24.13,15108.64,38760168,252910003.7,83.24,253509994.5
3552,ECU,Ecuador,1/1/14,56.17,22.04,2.34,1.02E+11,7045425,76.62,11.59,11816.22,15957994,92629997.25,38.18,75580001.83
3553,ESP,Spain,1/1/14,50.34,53.13,1.32,1.37E+12,23091303,83.23,0.06,33478.24,46480882,306839996.3,12.03,314690002.4
3554,EST,Estonia,1/1/14,52.55,22.41,1.54,26634083965,675361,77.03,1.38,56277.22,1314545,14600000.38,10.77,20750000
3555,ETH,Ethiopia,1/1/14,85.05,32.71,4.61,55612228234,46088892,62.91,13.38,697.63,99746766,166059997.6,166.72,133500000
3556,FIN,Finland,1/1/14,56.41,7.46,1.71,2.75E+11,2690277,81.18,0.43,60472.64,5461512,3200000.05,4.04,57819999.69
3557,FJI,Fiji,1/1/14,53.93,17.31,2.66,4857220602,375549,67.38,1.17,7886.43,915560,-660000.03,106.29,1880000
3558,FRA,France,1/1/14,58.51,52.54,2,2.86E+12,30411866,82.72,0.05,43901.97,66312067,366679992.7,11.41,427769989
3559,GAB,Gabon,1/1/14,68.57,8.4,3.95,18203968002,602234,64.97,25.9,10845.48,1966855,19920000.08,102.64,13449999.81
3560,GBR,United Kingdom,1/1/14,54.45,71.23,1.81,3.07E+12,33331375,81.3,0.59,34653.73,64602298,502350006.1,12.52,511660003.7
3561,GEO,Georgia,1/1/14,48.93,34.77,2.12,17627003455,2039516,73.1,0.51,17044.35,3719414,16829999.92,82.32,16829999.92
3562,GHA,Ghana,1/1/14,72.7,55.81,4.05,54782847753,11979984,63.05,12.67,2673.13,28196358,59549999.24,169.2,30139999.39
3563,GIN,Guinea,1/1/14,88.95,59.01,5.05,8778473615,3605102,57.89,14.93,990.09,11333365,33680000.31,242.99,22360000.61
3564,GNB,Guinea-Bissau,1/1/14,83.78,27.79,4.8,1054915645,558485,58.61,18.7,907.58,1743309,4099999.91,268.72,2250000
3565,GNQ,Equatorial Guinea,1/1/14,71.63,6.85,4.86,21765454404,444352,59.6,29.07,24158.02,1295183,20129999.16,107.11,16290000.92
3566,GRC,Greece,1/1/14,54.17,48.11,1.3,2.35E+11,4812543,81.39,0.12,28053.67,10892413,91589996.34,27.18,90190002.44
3567,GTM,Guatemala,1/1/14,69.67,35.4,3.09,57852399964,5883588,71.96,2.97,4584.81,15306316,35659999.85,100.11,27930000.31
3568,HND,Honduras,1/1/14,62.16,30.18,2.64,19756494435,3810624,72.26,2.28,4842.6,9127846,26959999.08,119.56,20680000.31
3569,HRV,Croatia,1/1/14,50.47,26.95,1.46,58423981441,1896011,77.48,0.89,22411.95,4238389,20500000,43.49,22000000
3570,HTI,Haiti,1/1/14,62.94,66.76,3.16,15139264670,4492198,62.99,0.7,1142.74,10412740,10380000.11,219.01,9729999.54
3571,HUN,Hungary,1/1/14,47.46,57.68,1.44,1.41E+11,4508046,75.76,0.41,24151.58,9866468,56889999.39,51.6,55549999.24
3572,IDN,Indonesia,1/1/14,49.72,30.36,2.39,8.91E+11,124478020,69.53,4.76,7441.94,256229761,2015500000,116.22,844299987.8
3573,IND,India,1/1/14,52.89,60.45,2.31,2.04E+12,476778640,69.07,2.81,5966.57,1307246509,2984520020,185.81,3044959961
3574,IRL,Ireland,1/1/14,52.31,64.83,1.89,2.59E+11,2258498,81.35,0.03,35508,4657740,59290000.92,9.41,61529998.78
3575,IRQ,Iraq,1/1/14,77.24,21.35,4.28,2.28E+11,9385898,68.91,45.91,12264.6,36746488,242059997.6,130.94,241979995.7
3576,ISL,Iceland,1/1/14,51.05,18.68,1.93,17867662178,198891,82.86,0,178940.12,327386,3180000.07,3.74,3259999.99
3577,ISR,Israel,1/1/14,63.36,24.85,3.08,3.14E+11,3795478,82.15,0.28,33228.23,8215700,85239997.86,23.5,85290000.92
3578,ITA,Italy,1/1/14,55.15,44.51,1.37,2.16E+12,25689865,83.09,0.15,29214.83,60789140,367920013.4,19.33,402579986.6
3579,JAM,Jamaica,1/1/14,42.86,41,1.57,13899228824,1331653,72.98,1.35,12526.96,2784543,8939999.58,40.6,8699999.81
3580,JOR,Jordan,1/1/14,62.61,11.98,3.31,36847643587,2038462,74.79,1.2,11707.33,8658026,34490001.68,62.31,34490001.68
3581,JPN,Japan,1/1/14,64.8,12.4,1.42,4.90E+12,65973876,83.59,0.03,42146.17,127276000,1256160034,10.5,1305829956
3582,KAZ,Kazakhstan,1/1/14,49.9,80.3,2.73,2.21E+11,8968071,71.44,17.65,42738.51,17288285,258970001.2,91.55,268829986.6
3583,KEN,Kenya,1/1/14,79.94,48.55,3.84,68285768554,19718332,61.82,2.62,1701.51,45831863,71989997.86,141.43,63700000.76
3584,KHM,Cambodia,1/1/14,54.25,30.9,2.59,16702610842,7368200,69.74,2.55,2029.55,15210817,98650001.53,185.81,29450000.76
3585,KWT,Kuwait,1/1/14,31.62,8.54,2.16,1.63E+11,2112205,79.45,51.76,116073.66,3761584,121099998.5,66.52,121110000.6
3586,LBN,Lebanon,1/1/14,45.47,64.71,2.18,48095213746,2204614,78.97,0,14658.3,6274342,30659999.85,75.78,30739999.77
3587,LBY,Libya,1/1/14,57.2,8.72,2.75,57372445772,1982523,71.51,43.35,37137.06,6097764,97290000.92,71.19,97290000.92
3588,LSO,Lesotho,1/1/14,65.16,74.98,3.29,2441053176,883375,50.03,5.59,2075.46,2095242,2299999.95,240.97,2299999.95
3589,LTU,Lithuania,1/1/14,50.44,47.13,1.63,48533659592,1476890,74.52,0.45,20413.02,2932367,12520000.46,31.98,18610000.61
3590,LUX,Luxembourg,1/1/14,44.6,50.88,1.5,68804811898,278241,82.23,0.05,79619.14,556319,10399999.62,12.19,10640000.34
3591,LVA,Latvia,1/1/14,52.58,30.08,1.65,31386896487,1006638,74.12,1.04,20260.84,1993782,8840000.15,40.64,11520000.46
3592,MAR,Morocco,1/1/14,51.11,67.4,2.55,1.19E+11,11827998,72.54,3.82,6317.99,34248603,77800003.05,105.58,79239997.86
3593,MDA,Moldova,1/1/14,40.31,70.41,1.82,9510198962,1016335,69.03,0.31,12760.21,2857815,11899999.62,60.96,12310000.42
3594,MDG,Madagascar,1/1/14,80.12,70.29,4.25,12522957228,12174100,64.26,7.25,635.02,24215976,38700000.76,217.79,28270000.46
3595,MDV,Maldives,1/1/14,38.07,21.33,2.06,3697351597,181104,79.42,0.01,21117.28,416738,1630000,31.3,1630000
3596,MEX,Mexico,1/1/14,53.58,50.8,2.21,1.32E+12,51654367,74.8,4.58,18079.72,118755887,663460022,48.59,649409973.1
3597,MKD,North Macedonia,1/1/14,42.24,50,1.5,11362272838,956007,75.45,1.16,13282.88,2067471,10670000.08,134.33,10670000.08
3598,MLI,Mali,1/1/14,103,33.77,6.44,14364937997,6436912,57.9,7.25,882.8,17551814,34150001.53,188.89,34150001.53
3599,MLT,Malta,1/1/14,47.28,31.97,1.38,11626278730,205532,82.05,0,59933.56,434558,2859999.9,20.26,2859999.9
3600,MMR,Myanmar,1/1/14,47.8,19.34,2.24,63264892768,24259519,65.06,8.05,2356,51072436,222160003.7,205.19,102260002.1
3601,MNG,Mongolia,1/1/14,48.42,73,3,12226514722,1241618,69.05,16.14,19699.47,2902823,47099998.47,166.05,43919998.17
3602,MOZ,Mozambique,1/1/14,91.43,51.49,5.13,17716084108,11326670,57.27,13.2,2965.32,26038704,98989997.86,220.78,31680000.31
3603,MRT,Mauritania,1/1/14,90.67,38.48,4.89,6592537782,917505,64.16,13.37,2946.87,3843174,12590000.15,134.51,12199999.81
3604,MUS,Mauritius,1/1/14,40.65,42.36,1.43,13074137210,597711,74.19,0,17607.68,1260934,6329999.92,39.95,6329999.92
3605,MYS,Malaysia,1/1/14,45.59,24.62,2.08,3.38E+11,14684103,75.15,8.67,35851.53,30606459,202089996.3,49.18,292799987.8
3606,NAM,Namibia,1/1/14,66.89,47.14,3.64,12435416063,867194,59.82,1.64,9735.82,2243001,22180000.31,132.71,11619999.89
3607,NER,Niger,1/1/14,106.45,36.06,7.28,10862944204,7242882,60.79,11.17,505.78,19372014,35869998.93,233.24,34639999.39
3608,NGA,Nigeria,1/1/14,90.15,75.18,5.66,5.74E+11,55758900,51.79,10.53,2707.9,179379016,331279998.8,162.23,285160003.7
3609,NIC,Nicaragua,1/1/14,58.2,42.09,2.5,11880434071,2722579,72.81,4.19,4162.58,6208676,28360000.61,82.95,17280000.69
3610,NLD,Netherlands,1/1/14,52.24,54.59,1.71,8.92E+11,9031991,81.71,0.72,57191.66,16865008,179559997.6,15.42,178190002.4
3611,NOR,Norway,1/1/14,51.89,2.7,1.75,4.98E+11,2724239,82.1,7.91,105605.75,5137232,29940000.53,5.96,48869998.93
3612,NPL,Nepal,1/1/14,64.79,28.75,2.29,22731602970,7213832,68.09,0.86,1099.44,27462106,40229999.54,234.16,36310001.37
3613,NZL,New Zealand,1/1/14,52.87,42.22,1.92,2.01E+11,2474895,81.4,1.41,55550.79,4516500,65610000.61,4.17,82330001.83
3614,OMN,Oman,1/1/14,32.73,4.59,2.96,92699089727,2140011,77.45,39.46,79188.16,4009267,87040000.92,148.58,87040000.92
3615,PAK,Pakistan,1/1/14,73.67,47.03,4.01,2.44E+11,65271548,65.28,2.08,3725.95,208251628,365570007.3,217.47,360109985.4
3616,PAN,Panama,1/1/14,54.84,30.13,2.59,49921400000,1778532,77.25,0.2,26452.23,3888793,22069999.69,26.77,17670000.08
3617,PER,Peru,1/1/14,57.46,19.4,2.39,2.01E+11,16683502,75.33,5.5,9017.48,30353951,184399993.9,42.13,95440002.44
3618,PHL,Philippines,1/1/14,60.24,41.92,3.03,2.97E+11,42179843,71.15,1.66,3992.9,101325201,185860000.6,124.15,183369995.1
3619,POL,Poland,1/1/14,42.85,47.11,1.32,5.39E+11,18392967,77.6,3.15,28535.26,38011735,318339996.3,47.3,345450012.2
3620,PRT,Portugal,1/1/14,52.9,40,1.23,2.30E+11,5231791,81.12,0.15,28600.11,10401062,62610000.61,10.92,63409999.85
3621,PRY,Paraguay,1/1/14,57.1,42.12,2.65,40377929296,2860692,72.88,1.51,21880.84,6090721,114269996.6,48.35,46009998.32
3622,QAT,Qatar,1/1/14,18.2,6.18,1.9,2.06E+11,1645652,79.77,28.83,234557.17,2214465,103589996.3,146.84,103589996.3
3623,ROU,Romania,1/1/14,47.46,60.11,1.56,2.00E+11,9205404,74.91,1.57,19029.3,19908979,-186550003.1,51.49,98569999.69
3624,RWA,Rwanda,1/1/14,79.9,73.35,4.11,8234762201,4042993,64.94,6.44,403.52,11368451,6179999.83,161.46,4400000.1
3625,SAU,Saudi Arabia,1/1/14,43.11,80.74,2.69,7.56E+11,12977992,76.76,41.65,91069.23,32125564,698289978,127.58,698289978
3626,SEN,Senegal,1/1/14,86.58,46.08,4.91,19797254643,3646878,66.45,3.17,2289.81,13970308,28899999.62,162.71,24379999.16
3627,SGP,Singapore,1/1/14,27.61,0.93,1.25,3.15E+11,3339133,82.5,0,157294.98,5469724,60610000.61,20.31,60659999.85
3628,SLB,Solomon Islands,1/1/14,78.87,3.98,4.42,1335579570,298221,69.23,20.64,2543.96,597375,-17020000.46,459.93,800000.01
3629,SLE,Sierra Leone,1/1/14,83.01,54.71,4.7,5015157816,2351170,56.39,8.03,743,7140688,10399999.62,223.55,6969999.79
3630,SLV,El Salvador,1/1/14,56.84,59.45,2.13,22593470000,2617260,71.75,1.05,6015.47,6209526,12859999.66,51.63,11779999.73
3631,SVN,Slovenia,1/1/14,47.5,30.53,1.58,49997186439,1013694,81.08,0.27,39987.75,2061980,13380000.11,21.51,16010000.23
3632,SWE,Sweden,1/1/14,57.73,7.45,1.88,5.82E+11,5132084,82.25,0.89,62421.99,9696110,28719999.31,4.25,50889999.39
3633,SWZ,Eswatini,1/1/14,69.44,71.05,3.17,4422968340,359677,53.05,3.09,5183.73,1125865,2359999.9,171.66,2480000.02
3634,TCD,Chad,1/1/14,101.57,39.9,6.78,13940768066,4393752,51.2,21.72,301.91,13697126,89569999.69,243.27,62759998.32
3635,TGO,Togo,1/1/14,79.97,70.23,4.66,4574986537,2482804,58.85,13.4,1226.68,7288383,7170000.08,191.57,6230000.02
3636,THA,Thailand,1/1/14,39.19,43.86,1.51,4.07E+11,40209227,77.42,2.84,19901.28,69960943,383839996.3,45.53,379980011
3637,TJK,Tajikistan,1/1/16,65.62,35.13,3.38,6992393787,2343422,69.55,3.84,7461.84,8725318,13729999.54,205.91,13850000.38
3638,TON,Tonga,1/1/14,75.26,47.22,3.64,439878828,36797,70.54,0.05,5040.37,106626,259999.99,76.39,259999.99
3639,TUN,Tunisia,1/1/14,45.63,62.83,2.25,50271072628,4103893,75.65,4.47,9507.34,11428948,45310001.37,71.14,41419998.17
3640,TZA,Tanzania,1/1/14,92.18,43.18,5.12,49964825081,23506979,63.87,5.12,1001.14,50814552,136289993.3,161.1,78029998.78
3641,UGA,Uganda,1/1/14,101.83,71.89,5.46,32612397758,13026478,60.41,10.33,738.31,36336539,52950000.76,168.67,37060001.37
3642,UKR,Ukraine,1/1/14,43.71,71.66,1.5,1.34E+11,21670713,71.19,3.81,26764.61,45272155,282980011,64.03,297019989
3643,URY,Uruguay,1/1/14,56.22,82.71,2,57236013086,1757881,77.37,1.42,19072.11,3391662,30030000.69,15.88,36930000.31
3644,USA,United States,1/1/14,50.51,44.18,1.86,1.76E+13,159540138,78.84,0.68,80725.09,318386329,5779540039,12.45,6197430176
3645,UZB,Uzbekistan,1/1/14,48.63,58.61,2.46,80845384375,12613634,70.23,11.46,18518.53,30757700,162990005.5,236.6,166110000.6
3646,VNM,Vietnam,1/1/14,43.48,34.7,1.95,2.33E+11,53761704,73.86,7.08,8018.56,91235504,270660003.7,103.5,291880004.9
3647,VUT,Vanuatu,1/1/14,76.03,15.34,4.06,772315721.3,113465,69.47,0.99,2701.04,269927,790000.02,261.73,790000.02
3648,WSM,Samoa,1/1/14,75.98,23.85,4.44,796698269.2,67611,72.46,0.54,6034.42,201757,670000.02,151.54,560000
3649,ZAF,South Africa,1/1/14,50.93,79.42,2.42,3.81E+11,21981198,63.38,3.95,26411.9,54729551,567330017.1,92.1,560859985.4
3650,ZMB,Zambia,1/1/14,90.36,32.06,4.9,27141023558,5033650,60.7,10.84,3323.39,15737793,86779998.78,170.33,35419998.17
3651,ZWE,Zimbabwe,1/1/14,85.88,41.88,3.96,19495519630,5186851,58.85,5.53,3940.89,13855753,40389999.39,185.32,28899999.62
3652,AGO,Angola,1/1/15,93.45,44.35,5.77,87219300385,11795033,60.66,10.83,4159.58,28127721,135830001.8,132.49,87360000.61
3653,ALB,Albania,1/1/15,46.41,42.86,1.61,11386850130,1308343,78.64,1.62,11824.31,2880703,8380000.11,60.8,9220000.27
3654,ARE,United Arab Emirates,1/1/15,17.64,5.39,1.49,3.70E+11,6155854,79.22,14.04,138048.19,8916899,245220001.2,115.34,245220001.2
3655,ARG,Argentina,1/1/15,55.86,42.78,2.3,5.95E+11,19229475,76.76,1.09,23037.49,43131966,435809997.6,27.69,370000000
3656,ARM,Armenia,1/1/15,43.43,58.89,1.6,10553337673,1426241,74.44,0.76,14125.9,2878595,9079999.92,91.59,9159999.85
3657,AUS,Australia,1/1/15,51.12,45.31,1.81,1.35E+12,12554514,82.4,3.28,67151.32,23815995,568869995.1,4.5,596979980.5
3658,AUT,Austria,1/1/15,48.7,32.94,1.49,3.82E+11,4497039,81.19,0.13,45737.73,8642699,69269996.64,15.98,76339996.34
3659,AZE,Azerbaijan,1/1/15,42.65,57.7,1.94,53074370486,4626699,71.45,14.52,17369.92,9649341,47669998.17,134.51,50520000.46
3660,BDI,Burundi,1/1/15,96.38,79.17,5.7,3104003611,4525904,60.22,15.53,193.75,10727148,2210000.04,216.45,3619999.89
3661,BEL,Belgium,1/1/15,54.31,43.86,1.7,4.62E+11,4989597,80.99,0.02,59646.21,11274196,109059997.6,16.07,111430000.3
3662,BEN,Benin,1/1/15,86.05,35.03,5.32,11388160997,4152214,59.38,4.3,2083.5,10932783,22840000.15,197.5,12119999.89
3663,BFA,Burkina Faso,1/1/15,92.9,44.38,5.48,11832159276,6683144,58.85,11.63,837.05,18718019,33909999.85,209.9,28040000.92
3664,BGD,Bangladesh,1/1/15,53.87,72.4,2.11,1.95E+11,62009867,70.49,0.92,2303.32,157830000,214100006.1,153.63,192179992.7
3665,BHR,Bahrain,1/1/15,30.11,11.05,2.13,31050638298,768564,79.41,12.25,149474.81,1362142,48869998.93,112.6,48869998.93
3666,BIH,Bosnia and Herzegovina,1/1/15,43.62,42.5,1.29,16211541593,1385813,76.18,1.01,20142.9,3524324,21170000.08,95.42,24889999.39
3667,BLR,Belarus,1/1/15,45.5,42.24,1.72,56454734397,5042141,73.62,1.17,27527.16,9461076,68339996.34,62.64,84739997.86
3668,BLZ,Belize,1/1/15,56.37,7.45,2.44,2210500000,157867,73.19,1.21,10197.74,359871,6989999.77,50.13,1480000.02
3669,BOL,Bolivia,1/1/15,61.16,34.77,2.89,33000198248,4978794,67.32,3.83,8018.66,11090085,119650001.5,84.79,57540000.92
3670,BRA,Brazil,1/1/15,43.69,28.17,1.78,1.80E+12,101299234,74.33,2.39,16782.99,205188205,1366890015,29.82,1095300049
3671,BRB,Barbados,1/1/15,46.71,25.58,1.61,4724691200,144417,76.65,0.2,24569.88,278083,3740000.01,36.42,3740000.01
3672,BTN,Bhutan,1/1/15,48.59,13.79,1.96,2003598213,342466,70.34,4.03,24206.25,743274,110000,141.96,1389999.99
3673,BWA,Botswana,1/1/15,59.85,45.63,2.94,13530738158,936988,63.82,0.79,10171.94,2305171,53520000.46,140.02,12189999.58
3674,CAF,Central African Republic,1/1/15,103.78,8.15,6.04,1695825708,1749975,52.79,12.69,297,4819333,50840000.15,302.95,21010000.23
3675,CAN,Canada,1/1/15,47.59,6.47,1.6,1.56E+12,19690128,81.9,0.34,113089.45,35702908,841219970.7,6.4,704479980.5
3676,CHE,Switzerland,1/1/15,48.65,38.44,1.54,6.94E+11,4804656,82.9,0.01,40582.91,8282396,46139999.39,10.31,48349998.47
3677,CHL,Chile,1/1/15,44.95,21.23,1.74,2.42E+11,8566114,79.75,4.03,23696.56,17870124,21319999.69,28.86,102129997.3
3678,CHN,China,1/1/15,39.62,56.09,1.67,1.11E+13,780709618,76.98,1.18,25315.8,1379860000,11108860352,124.35,11818469727
3679,CIV,Cote d'Ivoire,1/1/15,85.18,66.67,4.81,45814637971,8617882,57.76,3.26,2129.53,23596741,49290000.92,197.75,22649999.62
3680,CMR,Cameroon,1/1/15,85.56,20.63,4.83,32210232912,9410155,59.66,5.86,1888.39,23012646,122129997.3,181.11,87949996.95
3681,COL,Colombia,1/1/15,46,40.34,1.86,2.93E+11,24759082,76.26,3.68,10195.55,47119728,232020004.3,32.38,175229995.7
3682,CRI,Costa Rica,1/1/15,45.56,34.81,1.79,56441917653,2380188,79.09,1.11,12095.92,4895242,7079999.92,22.02,14319999.69
3683,CUB,Cuba,1/1/15,44.58,59.95,1.69,87133000000,5294366,77.77,0.69,11256.65,11339894,32509998.32,36.35,45169998.17
3684,CYP,Cyprus,1/1/15,40.49,13.71,1.33,19909190059,620365,80.97,0.02,24580.83,1187280,7900000.1,31.14,8210000.04
3685,CZE,Czechia,1/1/15,50.06,45.25,1.57,1.88E+11,5309480,78.58,0.31,44727.56,10546059,116830001.8,33.66,120459999.1
3686,DEU,Germany,1/1/15,51.87,47.96,1.5,3.36E+12,42660627,80.64,0.08,46037.19,81686611,814640014.6,15.99,843880004.9
3687,DNK,Denmark,1/1/15,55.45,65.85,1.71,3.03E+11,2895364,80.7,0.53,35109.47,5683483,45930000.31,13.05,47880001.07
3688,DOM,Dominican Republic,1/1/15,54.11,50.28,2.43,71164825257,4579344,72.95,0.54,9354.64,10405832,35349998.47,59.37,36490001.68
